id_venta,fecha,producto,categoria,cantidad,precio_unitario,vendedor,region,metodo_pago,cliente_frecuente
122,2025-08-12,Celular gama alta,Celulares,2,533400.0,Kevin Solano,Limón,Transferencia,No
549,2025-07-14,Celular gama media,Celulares,2,168743.0,Kevin Solano,Cartago,Sinpe Móvil,Sí
40,2025-07-29,Cargador portátil (power bank),Accesorios,1,18100.0,Fabiola Araya,Alajuela,Efectivo,No
519,2025-02-17,Teclado mecánico,Accesorios,5,37767.0,Ana Rojas,Alajuela,Transferencia,No
26,2025-04-15,Audífonos inalámbricos,Audio,2,24400.0,Marisol Vargas,Heredia,Efectivo,No
818,2025-07-22,Celular gama media,Celulares,4,229121.0,Marisol Vargas,Alajuela,Tarjeta,Sí
555,2025-07-12,Teclado mecánico,Accesorios,3,39513.0,Fabiola Araya,Cartago,Tarjeta,Sí
731,2025-02-08,Audífonos inalámbricos,Audio,4,22695.0,Kevin Solano,Cartago,Tarjeta,Sí
248,2025-08-31,Laptop gamer 15 pulgadas,Laptops,4,787109.0,Luis Chinchilla,San José,Sinpe Móvil,No
966,2025-06-09,Celular gama alta,Celulares,2,,Ana Rojas,Cartago,Transferencia,No
654,2025-03-14,Funda protectora celular,Accesorios,3,6703.0,Ana Rojas,Cartago,Transferencia,Sí
540,2025-06-19,Celular gama media,Celulares,4,252007.0,Ana Rojas,Limón,Tarjeta,No
757,2025-07-03,Funda protectora celular,Accesorios,1,6885.0,Kevin Solano,,Efectivo,Sí
459,31/01/2025,Parlante bluetooth,Audio,2,36507.0,Fabiola Araya,Guanacaste,Efectivo,No
828,2025-05-04,Parlante bluetooth,Audio,3,28824.0,Ana Rojas,Limón,Efectivo,No
41,2025-06-04,Teclado mecánico,Accesorios,1,40500.0,Marisol Vargas,Cartago,Efectivo,No
663,2025-07-04,Cargador portátil (power bank),Accesorios,1,14131.0,Kevin Solano,Limón,Sinpe Móvil,Sí
1096,2025-09-20,Teclado mecánico,Accesorios,5,24333.0,Kevin Solano,Puntarenas,Tarjeta,Sí
600,2025-08-15,Mouse inalámbrico,Accesorios,2,7072.0,Luis Chinchilla,Puntarenas,Tarjeta,No
642,2025-04-03,Monitor 24 pulgadas,Monitores,1,132321.0,Ana Rojas,Alajuela,Transferencia,Sí
557,2025-02-05,Monitor 24 pulgadas,Monitores,4,157108.0,Ana Rojas,San José,Transferencia,Si
266,2025-05-15,Celular gama media,Celulares,2,250066.0,Marisol Vargas,San José,Sinpe Móvil,Sí
603,2025-01-28,Monitor 24 pulgadas,Monitores,2,144642.0,  Luis Chinchilla  ,Puntarenas,Sinpe Móvil,Sí
999,2025-03-27,Monitor 24 pulgadas,Monitores,1,158654.0,Marisol Vargas,San José,Transferencia,No
582,2025-06-29,Laptop gamer 15 pulgadas,Laptops,5,1012713.0,Ana Rojas,Heredia,Efectivo,Sí
744,2025-05-08,Celular gama alta,Celulares,3,496297.0,Kevin Solano,,Sinpe Móvil,Sí
1131,2025-09-11,Monitor 24 pulgadas,Monitores,5,177961.0,Marisol Vargas,San José,Transferencia,No
921,2025-03-02,Laptop 14 pulgadas, Laptops,2,,Ana Rojas,San José,Tarjeta,No
491,2025-08-21,Monitor 24 pulgadas,Monitores,5,146702.0,Ana Rojas,Limón,Sinpe Móvil,No
436,2025-07-08,Laptop 14 pulgadas,Laptops,4,593477.0,Fabiola Araya,Guanacaste,Transferencia,Sí
277,2025-02-05,Mouse inalámbrico,Accesorios,3,10613.0,  Luis Chinchilla  ,San José,Transferencia,No
1118,2025-09-01,Laptop 14 pulgadas,Laptops,3,423031.0,Fabiola Araya,San José,Tarjeta,No
208,2025-07-03,Monitor 27 pulgadas curvo,Monitores,1,236800.0,Kevin Solano,Heredia,Tarjeta,No
571,2025-07-18,Celular gama alta,Celulares,5,494540.0,Luis Chinchilla,Cartago,Transferencia,No
387,2025-03-14,Laptop 14 pulgadas,Laptops,1,402022.0,Marisol Vargas,Puntarenas,Sinpe Móvil,No
1108,2025-09-20,Celular gama media,Celulares,5,158001.0,Luis Chinchilla,Cartago,Tarjeta,Sí
144,2025-01-11,Mouse inalámbrico,Accesorios,1,10200.0,kevin solano,Cartago,Transferencia,No
239,2025-02-24,Monitor 27 pulgadas curvo,Monitores,3,299484.0,Marisol Vargas,Heredia,Efectivo,Sí
589,2025-07-23,Laptop 14 pulgadas,Laptops,2,612351.0,Ana Rojas,Guanacaste,Transferencia,No 
881,2025-01-17,Laptop 14 pulgadas,Laptops,5,534020.0,Fabiola Araya,San José,Sinpe Móvil,No
773,2025-04-18,Monitor 24 pulgadas,Monitores,3,124822.0,Marisol Vargas,,Efectivo,Sí
1058,2025-03-09,Laptop gamer 15 pulgadas,Laptops,3,840853.0,Luis Chinchilla,Alajuela,Sinpe Móvil,No
632,2025-08-20,Mouse inalámbrico,Accesorios,5,11437.0,Ana Rojas,Alajuela,Sinpe Móvil,Sí
446,2025-08-17,Monitor 24 pulgadas,Monitores,2,179746.0,Kevin Solano,San José,Sinpe Móvil,Sí
164,2025-05-06,Monitor 27 pulgadas curvo,Monitores,3,279000.0,Marisol Vargas,Heredia,Tarjeta,No
581,2025-08-19,Cargador portátil (power bank),Accesorios,3,13183.0,Luis Chinchilla,Guanacaste,Tarjeta,Sí
252,2025-01-08,Celular gama media,Celulares,1,275060.0,  Ana Rojas  ,Puntarenas,Sinpe Móvil,No
82,2025-07-13,Mouse inalámbrico,Accesorios,2,,  LUIS CHINCHILLA  ,Guanacaste,Efectivo,No
1107,2025-01-10,Laptop 14 pulgadas,Laptops,4,561760.0,Luis Chinchilla,Puntarenas,Tarjeta,Sí
699,2025-06-21,Celular gama media,Celulares,1,180004.0,Ana Rojas,San José,Transferencia,No
1143,2025-06-10,Celular gama media,Celulares,2,205932.0,Kevin Solano,Heredia,Sinpe Móvil,Sí
576,2025-09-06,Cargador portátil (power bank),Accesorios,2,1134.0,Fabiola Araya,Heredia,Sinpe Móvil,No
536,2025-01-05,Celular gama media,Celulares,2,16116.0,Fabiola Araya,San José,Transferencia,Sí
145,2025-02-23,Cargador portátil (power bank),Accesorios,3,18600.0,  Marisol Vargas  ,Alajuela,Tarjeta,No
691,2025-06-04,Funda protectora celular,Accesorios,5,7074.0,Fabiola Araya,Heredia,Tarjeta,Sí
679,2025-09-01,Parlante bluetooth,Audio,3,51602.0,Luis Chinchilla,Cartago,Transferencia,No
263,2025-02-23,Celular gama media,Celulares,2,185703.0,Luis Chinchilla,San José,Efectivo,No
605,2025-03-30,Monitor 27 pulgadas curvo,Monitores,4,310536.0,Luis Chinchilla,Alajuela,Tarjeta,Sí
761,2025-05-05,Laptop gamer 15 pulgadas,Laptops,1,1038101.0,Kevin Solano,Guanacaste,Tarjeta,No
720,2025-09-19,Laptop 14 pulgadas,Laptops,-1,553655.0,Luis Chinchilla,Cartago,Efectivo,No
785,2025-09-14,Funda protectora celular,Accesorios,5,3626.0,KEVIN SOLANO,Heredia,Tarjeta,Sí
580,2025-01-22,Monitor 27 pulgadas curvo,Monitores,4,270543.0,Fabiola Araya,Alajuela,Efectivo,No
792,13/03/2025,Monitor 27 pulgadas curvo,Monitores,4,233229.0,Luis Chinchilla,Heredia,Transferencia,Sí
88,2025-07-30,Mouse inalámbrico,Accesorios,2,13100.0,Luis Chinchilla,Alajuela,Tarjeta,No
444,2025-03-12,Laptop 14 pulgadas,Laptops,5,468068.0,Kevin Solano,San José,Transferencia,Sí
1091,2025-03-12,Parlante bluetooth,Audio,2,28138.0,Fabiola Araya,Cartago,Sinpe Móvil,Sí
295,2025-03-07,Funda protectora celular,Accesorios,5,5710.0,Fabiola Araya,Heredia,Tarjeta,Sí
525,2025-06-10,Teclado mecánico,Accesorios,4,24869.0,Ana Rojas,,Efectivo,Sí
188,17/06/2025,Mouse inalámbrico,Accesorios,1,12000.0,Luis Chinchilla,Alajuela,Sinpe Móvil,Sí
708,2025-09-15,Mouse inalámbrico,Accesorios,5,8520.0,Luis Chinchilla,Limón,Tarjeta,No
276,2025-01-23,Monitor 24 pulgadas,Monitores,4,110118.0,Marisol Vargas,San José,Efectivo,No
845,2025-03-24,Laptop 14 pulgadas,Laptops,3,434772.0,Kevin Solano,,Transferencia,No
638,2025-01-18,Audífonos inalámbricos,Audio,5,29860.0,Ana Rojas,San José,Transferencia,no
965,2025-02-14,Cargador portátil (power bank),Accesorios,3,14603.0,Luis Chinchilla,Alajuela,Transferencia,SI
360,2025-06-23,Parlante bluetooth,Audio,1,37455.0,Luis Chinchilla,Puntarenas,Efectivo,No
552,2025-01-04,Monitor 24 pulgadas,Monitores,4,133255.0,Marisol Vargas,Guanacaste,Transferencia,No
595,2025-04-20,Cargador portátil (power bank),Accesorios,4,99350.0,Marisol Vargas,Puntarenas,Sinpe Móvil,Sí
50,2025-06-02,Parlante bluetooth,Audio,3,,Kevin Solano,Puntarenas,Efectivo,No
1070,2025-03-17,Laptop 14 pulgadas,Laptops,4,416120.0,Ana Rojas,Heredia,Tarjeta,No
953,2025-02-04,Monitor 24 pulgadas,Monitores,3,131020.0,Marisol Vargas,Cartago,Tarjeta,Sí
236,2025-03-23,Celular gama media,Celulares,4,230515.0,Fabiola Araya,Guanacaste,Sinpe Móvil,No
386,2025-06-08,Parlante bluetooth,Audio,3,33584.0,Ana Rojas,,Efectivo,No
456,2025-03-20,Celular gama alta,Celulares,2,582382.0,Marisol Vargas,Cartago,Tarjeta,Sí
876,2025-03-24,Monitor 24 pulgadas,Monitores,1,147180.0,Fabiola Araya,Cartago,Transferencia,No
709,2025-08-22,Monitor 24 pulgadas,Monitores,5,151746.0,Kevin Solano,Guanacaste,Efectivo,No
935,2025-05-09,Laptop 14 pulgadas,Laptops,3,,Ana Rojas,San José,Tarjeta,Sí
1047,2025-08-16,Laptop gamer 15 pulgadas,Laptops,5,985679.0,Fabiola Araya,Puntarenas,Transferencia,Sí
787,2025-01-21,Teclado mecánico,Accesorios,2,38468.0,Ana Rojas,Alajuela,Transferencia,No
1065,2025-06-21,Audífonos inalámbricos,Audio,2,27951.0,Fabiola Araya,San José,Efectivo,Sí
34,01/04/2025,Celular gama media,Celulares,4,153700.0,Marisol Vargas,Limón,Sinpe Móvil,No
89,15/03/2025,Teclado mecánico,accesorios,1,35200.0,Kevin Solano,Cartago,Tarjeta,No
333,2025-02-15,Funda protectora celular,Accesorios,3,4386.0,Luis Chinchilla,Limón,Sinpe Móvil,Sí
1013,2025-04-09,Monitor 24 pulgadas,Monitores,1,111659.0,Luis Chinchilla,Alajuela,Efectivo,Sí
1071,2025-03-09,Mouse inalámbrico,Accesorios,4,8788.0,FABIOLA ARAYA,San José,Tarjeta,No
85,2025-06-23,Audífonos inalámbricos,Audio,2,26900.0,Ana Rojas,Limón,Transferencia,No
400,2025-03-17,Parlante bluetooth,Audio,2,25393.0,Kevin Solano,Puntarenas,Efectivo,Sí
132,2025-02-17,Mouse inalámbrico,Accesorios,2,9800.0,Marisol Vargas,San José,Transferencia,Sí
350,2025-03-31,Audífonos inalámbricos,Audio,1,29628.0,Fabiola Araya,Heredia,Efectivo,No
1012,2025-02-20,Mouse inalámbrico,Accesorios,5,7186.0,Fabiola Araya,Cartago,Efectivo,No
855,2025-05-27,Teclado mecánico,Accesorios,4,34167.0,Fabiola Araya,Limón,Sinpe Móvil,No
789,2025-01-21,Cargador portátil (power bank),Accesorios,3,10239.0,Marisol Vargas,San José,Transferencia,No
685,2025-07-08,Monitor 24 pulgadas,Monitores,4,145359.0,Luis Chinchilla,San José,Tarjeta,Sí
521,2025-06-20,Laptop gamer 15 pulgadas,Laptops,3,1178080.0,Luis Chinchilla,Puntarenas,Efectivo,Sí
414,2025-09-17,Laptop 14 pulgadas,Laptops,5,580429.0,Marisol Vargas,Alajuela,Transferencia,Sí
497,2025-03-23,Monitor 24 pulgadas,Monitores,4,158025.0,Kevin Solano,San José,Tarjeta,No
332,2025-06-18,Audífonos inalámbricos,Audio,4,31648.0,Kevin Solano,San José,Sinpe Móvil,Sí
939,2025-04-03,Celular gama media,Celulares,1,271303.0,Ana Rojas,Alajuela,Transferencia,Sí
984,2025-06-12,Laptop gamer 15 pulgadas,Laptops,3,980841.0,Kevin Solano,Guanacaste,Transferencia,Sí
798,2025-07-30,Laptop gamer 15 pulgadas,Laptops,5,762783.0,Marisol Vargas,Limón,Efectivo,NO
358,2025-06-01,Laptop 14 pulgadas,Laptops,3,559395.0,Ana Rojas,Puntarenas,Efectivo,No
63,2025-06-30,Parlante bluetooth,Audio,3,30800.0,Marisol Vargas,Alajuela,Tarjeta,No
1021,19/07/2025,Celular gama media,celulares,3,170467.0,Kevin Solano,Guanacaste,Tarjeta,No
943,2025-06-28,Cargador portátil (power bank),Accesorios,1,10744.0,  Luis Chinchilla  ,San José,Transferencia,No
477,03/08/2025,Teclado mecánico,Accesorios,2,31846.0,ana rojas,Guanacaste,Sinpe Móvil,Sí
220,2025-02-10,Funda protectora celular,Accesorios,2,,Ana Rojas,San José,Sinpe Móvil,Sí
442,2025-08-13,Audífonos inalámbricos,Audio,1,18030.0,Ana Rojas,Limón,Transferencia,No
153,2025-07-10,Parlante bluetooth,Audio,1,23100.0,Luis Chinchilla,Puntarenas,Transferencia,No
314,2025-04-09,Laptop 14 pulgadas,Laptops,3,408693.0,Marisol Vargas,Limón,Efectivo,Sí
296,2025-08-08,Celular gama media,Celulares,2,267025.0,Ana Rojas,Alajuela,Transferencia,No
826,2025-06-25,Mouse inalámbrico,Accesorios,1,10160.0,Ana Rojas,Guanacaste,Transferencia,No
1009,2025-07-01,Laptop 14 pulgadas, Laptops,4,526517.0,Kevin Solano,Cartago,Transferencia,No
557,2025-02-05,Monitor 24 pulgadas,Monitores,4,157108.0,Ana Rojas,San José,Transferencia,Si
614,2025-09-19,Funda protectora celular,Accesorios,3,3461.0,Marisol Vargas,Puntarenas,Transferencia,Sí
204,2025-06-03,Celular gama alta,Celulares,4,400500.0,Kevin Solano,San José,Sinpe Móvil,No
740,2025-06-23,Parlante bluetooth,Audio,1,46986.0,Luis Chinchilla,San José,Tarjeta,No
702,2025-01-28,Mouse inalámbrico,Accesorios,2,7407.0,Ana Rojas,Cartago,Sinpe Móvil,No
5,2025-07-05,Cargador portátil (power bank),Accesorios,2,18200.0,Ana Rojas,Guanacaste,Efectivo,No
423,2025-02-20,Teclado mecánico,Accesorios,3,39036.0,Ana Rojas,Alajuela,Transferencia,No
121,2025-08-02,Funda protectora celular,Accesorios,1,5000.0,Marisol Vargas,Alajuela,Sinpe Móvil,No
130,2025-03-18,Funda protectora celular,Accesorios,1,5900.0,Luis Chinchilla,Cartago,Transferencia,No
1076,2025-03-31,Audífonos inalámbricos,Audio,2,18870.0,Luis Chinchilla,Alajuela,Transferencia,Sí
722,2025-06-10,Teclado mecánico,Accesorios,4,38032.0,Luis Chinchilla,Limón,Tarjeta,Sí
959,2025-03-26,Mouse inalámbrico, Accesorios,5,10498.0,Ana Rojas,Heredia,Tarjeta,No
948,2025-02-14,Celular gama alta,Celulares,4,603944.0,Marisol Vargas,Limón,Transferencia,No
72,2025-05-28,Teclado mecánico,Accesorios,1,30700.0,Marisol Vargas,Guanacaste,Sinpe Móvil,No
724,25/06/2025,Teclado mecánico,Accesorios,2,,Fabiola Araya,Guanacaste,Transferencia,No
763,2025-06-01,Cargador portátil (power bank),Accesorios,2,,Luis Chinchilla,Alajuela,Efectivo,Sí
760,2025-09-01,Celular gama alta,Celulares,5,636817.0,Luis Chinchilla,Alajuela,Transferencia,No
1139,2025-04-14,Mouse inalámbrico,ACCESORIOS,4,10694.0,Luis Chinchilla,Limón,Efectivo,No
991,2025-03-12,Laptop 14 pulgadas,Laptops,4,586437.0,Marisol Vargas,Guanacaste,Efectivo,No
676,2025-02-21,Celular gama alta,Celulares,3,651267.0,Kevin Solano,Guanacaste,Transferencia,No
527,2025-06-22,Funda protectora celular,Accesorios,3,6788.0,Fabiola Araya,San José,Sinpe Móvil,No
203,2025-07-15,Cargador portátil (power bank),Accesorios,3,,Kevin Solano,Heredia,Efectivo,Sí
1128,2025-01-19,Funda protectora celular,ACCESORIOS,1,,Kevin Solano,San José,Efectivo,No
71,2025-08-06,Celular gama alta,Celulares,1,428700.0,Luis Chinchilla,Cartago,Efectivo,Sí
135,2025-08-13,Celular gama media,Celulares,1,204600.0,Luis Chinchilla,Heredia,Transferencia,No
1061,2025-02-06,Celular gama media,Celulares,4,270614.0,Kevin Solano,Heredia,Tarjeta,No
128,2025-02-13,Parlante bluetooth,Audio,2,26900.0,Luis Chinchilla,Guanacaste,Sinpe Móvil,No
359,2025-09-14,Monitor 27 pulgadas curvo,Monitores,3,298386.0,Kevin Solano,Limón,Sinpe Móvil,NO
135,2025-08-13,Celular gama media,Celulares,1,204600.0,Luis Chinchilla,Heredia,Transferencia,No
735,2025-04-16,Monitor 27 pulgadas curvo,Monitores,4,,Kevin Solano,Limón,Tarjeta,Sí
1148,2025-05-01,Monitor 24 pulgadas,Monitores,4,126694.0,Ana Rojas,Puntarenas,Tarjeta,Sí
112,2025-01-27,Funda protectora celular,Accesorios,5,6000.0,Marisol Vargas,San José,Efectivo,Sí
1069,2025-07-20,Laptop 14 pulgadas,Laptops,2,449209.0,Luis Chinchilla,Alajuela,Efectivo,No
713,2025-02-25,Celular gama media,Celulares,1,156512.0,Luis Chinchilla,Guanacaste,Sinpe Móvil,No
667,2025-04-26,Monitor 24 pulgadas,Monitores,3,149497.0,Ana Rojas,Limón,Tarjeta,Sí
627,2025-07-21,Teclado mecánico,Accesorios,3,30043.0,Kevin Solano,Puntarenas,Tarjeta,Sí
704,2025-01-30,Celular gama media,Celulares,1,211027.0,Ana Rojas,Limón,Efectivo,Sí
3,2025-01-04,Audífonos inalámbricos,Audio,3,19800.0,Kevin Solano,Cartago,Transferencia,Sí
756,2025-08-27,Teclado mecánico,Accesorios,2,24759.0,Kevin Solano,Heredia,Tarjeta,No
573,2025-05-03,Laptop 14 pulgadas,Laptops,3,408068.0,Kevin Solano,San José,Efectivo,No
211,2025-09-09,Monitor 27 pulgadas curvo,Monitores,2,285300.0,Marisol Vargas,Alajuela,Efectivo,No
376,2025-02-25,Mouse inalámbrico,Accesorios,4,112020.0,Fabiola Araya,Alajuela,Tarjeta,No
609,2025-02-03,Mouse inalámbrico,Accesorios,3,11111.0,Ana Rojas,,Efectivo,Sí
681,2025-05-18,Teclado mecánico,Accesorios,4,35495.0,Luis Chinchilla,Puntarenas,Sinpe Móvil,sí
815,2025-01-06,Funda protectora celular,Accesorios,2,7198.0,Marisol Vargas,Cartago,Efectivo,Sí
251,2025-04-04,Mouse inalámbrico,Accesorios,3,,Luis Chinchilla,Guanacaste,Tarjeta,Sí
293,2025-06-30,Cargador portátil (power bank),Accesorios,3,18042.0,Fabiola Araya,Heredia,Efectivo,No
271,2025-03-23,Monitor 24 pulgadas,Monitores,1,136778.0,Luis Chinchilla,Limón,Sinpe Móvil,Sí
746,2025-04-18,Laptop gamer 15 pulgadas,Laptops,5,1054336.0,Kevin Solano,,Efectivo,Sí
721,2025-05-16,Monitor 24 pulgadas,Monitores,4,113506.0,Ana Rojas,Limón,Tarjeta,No
328,2025-09-10,Monitor 27 pulgadas curvo,Monitores,4,224883.0,LUIS CHINCHILLA,Guanacaste,Transferencia,No
325,2025-08-21,Parlante bluetooth,Audio,1,44684.0,Kevin Solano,Limón,Efectivo,No
156,2025-06-27,Parlante bluetooth,Audio,3,42000.0,Marisol Vargas,Cartago,Efectivo,No
1057,2025-02-20,Funda protectora celular,Accesorios,4,5528.0,Luis Chinchilla,Heredia,Tarjeta,No
775,2025-02-07,Celular gama media,Celulares,3,240678.0,Kevin Solano,,Efectivo,No
420,2025-09-22,Parlante bluetooth,audio,1,31407.0,Ana Rojas,Cartago,Sinpe Móvil,Sí
783,2025-04-19,Celular gama alta,Celulares,1,547026.0,Marisol Vargas,Heredia,Sinpe Móvil,Sí
74,2025-05-18,Cargador portátil (power bank),Accesorios,2,18900.0,Luis Chinchilla,Heredia,Sinpe Móvil,No
44,2025-04-10,Cargador portátil (power bank),Accesorios,3,,Kevin Solano,Alajuela,Efectivo,No
933,2025-09-14,Parlante bluetooth,Audio,1,27932.0,Marisol Vargas,San José,Efectivo,No
941,2025-09-01,Laptop gamer 15 pulgadas,Laptops,4,899177.0,Luis Chinchilla,Heredia,Tarjeta,Sí
769,2025-09-15,Teclado mecánico,Accesorios,1,29507.0,Kevin Solano,Heredia,Tarjeta,No
639,2025-09-03,Mouse inalámbrico,Accesorios,1,7079.0,Fabiola Araya,Puntarenas,Sinpe Móvil,Sí
624,2025-03-14,Cargador portátil (power bank),Accesorios,3,10116.0,ana rojas,Limón,Sinpe Móvil,No
997,2025-06-09,Celular gama media,Celulares,5,157125.0,Kevin Solano,Heredia,Tarjeta,No
242,2025-02-10,Celular gama alta,Celulares,1,606530.0,Luis Chinchilla,Limón,Efectivo,Sí
1011,2025-04-03,Celular gama media,Celulares,3,223928.0,Luis Chinchilla,Limón,Tarjeta,Sí
97,2025-07-10,Cargador portátil (power bank),Accesorios,1,12000.0,Ana Rojas,Puntarenas,Transferencia,No
267,2025-02-08,Laptop 14 pulgadas,Laptops,2,510942.0,Kevin Solano,Heredia,Efectivo,No
622,2025-07-29,Cargador portátil (power bank),Accesorios,1,11796.0,KEVIN SOLANO,San José,Tarjeta,No
284,2025-04-10,Mouse inalámbrico,Accesorios,4,9763.0,Ana Rojas,Puntarenas,Tarjeta,si
615,2025-02-22,Monitor 24 pulgadas,Monitores,5,157188.0,Luis Chinchilla,Puntarenas,Tarjeta,Si
334,2025-08-25,Celular gama media,Celulares,4,157318.0,Marisol Vargas,Cartago,Sinpe Móvil,No
561,2025-02-24,Mouse inalámbrico,Accesorios,1,7151.0,Ana Rojas,Heredia,Efectivo,No
99,21/08/2025,Monitor 24 pulgadas,Monitores,1,176500.0,Fabiola Araya,Heredia,Efectivo,No
1122,2025-09-01,Teclado mecánico,Accesorios,5,42053.0,Fabiola Araya,Heredia,Transferencia,Sí
473,2025-06-03,Parlante bluetooth,Audio,4,48920.0,Kevin Solano,Cartago,Tarjeta,No
75,2025-02-16,Monitor 27 pulgadas curvo,Monitores,2,243100.0,Marisol Vargas,Guanacaste,Tarjeta,No
254,2025-08-21,Monitor 24 pulgadas,Monitores,3,1396110.0,Marisol Vargas,San José,Sinpe Móvil,Sí
486,2025-07-31,Laptop 14 pulgadas,Laptops,3,552166.0,Luis Chinchilla,San José,Efectivo,Sí
131,2025-06-08,Laptop gamer 15 pulgadas,Laptops,2,1003900.0,Marisol Vargas,Limón,Efectivo,No
932,2025-01-28,Monitor 24 pulgadas,Monitores,5,,Fabiola Araya,Limón,Sinpe Móvil,Sí
64,2025-04-05,Funda protectora celular,Accesorios,1,6700.0,Marisol Vargas,Guanacaste,Transferencia,No
12,2025-05-17,Cargador portátil (power bank),Accesorios,3,13400.0,Marisol Vargas,Heredia,Efectivo,No 
1082,2025-01-13,Monitor 24 pulgadas,Monitores,4,153227.0,Ana Rojas,Guanacaste,Transferencia,Sí
344,2025-06-19,Monitor 27 pulgadas curvo,Monitores,1,302671.0,Fabiola Araya,Alajuela,Sinpe Móvil,Sí
28,2025-07-09,Celular gama alta,Celulares,1,503400.0,  FABIOLA ARAYA  ,Guanacaste,Transferencia,No
888,2025-07-25,Monitor 27 pulgadas curvo, Monitores,5,250076.0,Ana Rojas,Heredia,Sinpe Móvil,No
752,2025-06-10,Celular gama media,Celulares,5,157263.0,Kevin Solano,Puntarenas,Sinpe Móvil,Sí
413,2025-09-06,Teclado mecánico,Accesorios,2,28304.0,Ana Rojas,Puntarenas,Tarjeta,No
1008,2025-08-11,Monitor 27 pulgadas curvo,Monitores,1,245302.0,Fabiola Araya,Guanacaste,Transferencia,Sí
670,2025-02-10,Monitor 24 pulgadas,Monitores,4,173194.0,Luis Chinchilla,Heredia,Efectivo,Sí
319,2025-02-28,Funda protectora celular,accesorios,1,5083.0,LUIS CHINCHILLA,Heredia,Tarjeta,Sí
1079,2025-07-27,Cargador portátil (power bank),Accesorios,4,18222.0,FABIOLA ARAYA,Cartago,Efectivo,Sí
391,2025-05-26,Laptop 14 pulgadas,Laptops,5,496792.0,Kevin Solano,Alajuela,Efectivo,No
192,2025-05-07,Celular gama alta,Celulares,2,558500.0,Ana Rojas,Puntarenas,Sinpe Móvil,No
596,25/06/2025,Cargador portátil (power bank),Accesorios,1,20858.0,Fabiola Araya,San José,Efectivo,No
505,2025-08-05,Cargador portátil (power bank),Accesorios,3,17405.0,Marisol Vargas,Alajuela,Tarjeta,No
129,2025-07-18,Audífonos inalámbricos,Audio,-1,25200.0,Fabiola Araya,San José,Transferencia,Sí
836,24/05/2025,Mouse inalámbrico,Accesorios,4,7687.0,Ana Rojas,,Efectivo,Sí
961,2025-06-04,Funda protectora celular,Accesorios,-2,5668.0,Ana Rojas,Alajuela,Transferencia,Sí
169,2025-02-25,Laptop 14 pulgadas,Laptops,1,618300.0,Marisol Vargas,Limón,Sinpe Móvil,No
275,2025-06-10,Teclado mecánico, Accesorios,4,35518.0,Marisol Vargas,Alajuela,Sinpe Móvil,SI
371,2025-03-17,Teclado mecánico,Accesorios,5,24054.0,Ana Rojas,Puntarenas,Transferencia,Sí
905,2025-06-29,Audífonos inalámbricos,Audio,5,34718.0,Fabiola Araya,Heredia,Efectivo,No
720,2025-09-19,Laptop 14 pulgadas,Laptops,-1,553655.0,Luis Chinchilla,Cartago,Efectivo,No
1078,2025-03-17,Teclado mecánico,Accesorios,3,32520.0,Ana Rojas,Heredia,Transferencia,Sí
1130,2025-08-29,Celular gama media,Celulares,4,225904.0,Ana Rojas,Heredia,Tarjeta,No
1062,2025-05-19,Mouse inalámbrico,Accesorios,5,10080.0,Ana Rojas,Limón,Tarjeta,No
1049,2025-02-07,Laptop gamer 15 pulgadas,Laptops,4,988397.0,Luis Chinchilla,Guanacaste,Efectivo,Sí
15,2025-09-06,Funda protectora celular,Accesorios,3,7900.0,Fabiola Araya,Limón,Efectivo,Sí
408,2025-09-25,Monitor 27 pulgadas curvo,Monitores,5,232557.0,Kevin Solano,Cartago,Sinpe Móvil,No
189,2025-06-18,Audifonos inalambricos,audio,1,,Ana Rojas,Cartago,Transferencia,No
1083,2025-01-29,Teclado mecánico,Accesorios,5,36185.0,  Marisol Vargas  ,Heredia,Efectivo,No
548,2025-05-30,Cargador portátil (power bank),Accesorios,4,13654.0,Luis Chinchilla,San José,Efectivo,Sí
425,2025-03-18,Laptop gamer 15 pulgadas,Laptops,5,1169515.0,Marisol Vargas,Heredia,Sinpe Móvil,Sí
989,2025-07-16,Monitor 27 pulgadas curvo,Monitores,3,299316.0,Ana Rojas,Cartago,Efectivo,Sí
737,2025-02-19,Laptop 14 pulgadas,Laptops,2,380527.0,Kevin Solano,Limón,Transferencia,No
363,2025-06-17,Cargador portátil (power bank),Accesorios,5,11656.0,Luis Chinchilla,San José,Sinpe Móvil,No
361,2025-07-07,Monitor 27 pulgadas curvo,Monitores,1,294487.0,Luis Chinchilla,Cartago,Tarjeta,No
502,2025-04-16,Laptop 14 pulgadas,Laptops,5,497319.0,Marisol Vargas,Guanacaste,Tarjeta,No
645,2025-06-12,Laptop gamer 15 pulgadas,Laptops,3,1156130.0,Luis Chinchilla,San José,Transferencia,Sí
405,2025-01-22,Celular gama alta,Celulares,4,664986.0,Marisol Vargas,San José,Efectivo,No
195,2025-07-22,Laptop 14 pulgadas,Laptops,1,380800.0,Luis Chinchilla,Puntarenas,Tarjeta,Sí
438,2025-08-09,Laptop 14 pulgadas,Laptops,5,618824.0,Ana Rojas,Heredia,Transferencia,No
777,2025-06-12,Laptop gamer 15 pulgadas,Laptops,4,919829.0,Marisol Vargas,San José,Transferencia,Sí
